lab_id,model_id,std_ang,std_dis,std_fea,std_hap,std_neu,std_sad,std_sur,unstd_neu,age,ethnicity,ethnicity_rec,face_shape,face_shape-specific,gender,gender_rec,height,height_units,height_cm,weight,weight_units,weight_kg,makeup_blush,makeup_concealer,makeup_eyebrow,makeup_eyelashes,makeup_eyes,makeup_foundation,makeup_lips,makeup_permanent,makeup_semipermanent,memorable,dominant,attractive,trustworthy,gender-typical,attractive (unstd),trustworthy (unstd),dominant (unstd)
MF0025,0001,1,1,1,1,1,1,1,1,22,not hispanic/latino,Abmiguous label,1,N/A,female,female,67,in,170.18,145,lb,65.77097186816776,1,1,1,1,1,1,1,1,1,3.9879518072289155,4.340425531914893,3.5647058823529414,4.51685393258427,5.317647058823529,3.6666666666666665,4.329545454545454,4.364583333333333
MF0025,0002,1,1,1,1,1,1,1,1,24,white / middle-eastern,Mixed,1,NA,female,female,63,in,160.02,140,lb,63.50300732098956,1,1,1,1,1,1,1,1,1,4.048192771084337,4.191489361702128,4.894117647058824,5.089887640449438,5.647058823529412,5.023809523809524,5.2272727272727275,3.8854166666666665
MF0025,0003,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.313253012048193,4.382978723404255,4.0588235294117645,4.820224719101123,5.694117647058824,4.285714285714286,4.795454545454546,4.052083333333333
MF0025,0004,1,1,1,1,1,1,1,1,23,white / middle eastern,Mixed,1,NA,female,female,63,in,160.02,130,lb,58.96707822663317,1,1,1,1,1,1,1,1,1,4.349397590361446,3.6702127659574466,4.647058823529412,4.775280898876405,5.4941176470588236,4.785714285714286,4.488636363636363,4.083333333333333
MF0025,0005,1,1,1,1,1,1,1,0,24,asian,Asian,2,Braces,male,male,70,in,177.8,135,lb,61.235042773811365,1,1,1,1,1,1,1,1,1,3.9397590361445785,3.4574468085106385,3.6941176470588237,4.213483146067416,5.4941176470588236,NA,NA,NA
MF0025,0006,1,1,1,1,1,1,1,0,22,african american,Black,1,NA,male,male,67,in,170.18,70,lb,70,1,1,1,1,1,1,1,1,1,4.867469879518072,4.8936170212765955,3.8117647058823527,3.730337078651685,5.752941176470588,NA,NA,NA
MF0025,0007,1,1,1,1,1,1,1,1,33,asian/chinese,Asian,1,no,f,female,170,cm,170,54,kg,54,1,1,1,1,1,1,1,1,1,3.9518072289156625,3.404255319148936,3.411764705882353,4.382022471910112,4.976470588235294,3.5952380952380953,4.511363636363637,3.7916666666666665
MF0025,0008,1,1,1,1,1,1,1,0,22,white,White,2,"Wisdom teeth removal, root canal + crown implant",male,male,75,in,190.5,205,lb,92.98654643430616,1,1,1,1,1,1,1,1,1,4.120481927710843,4.23404255319149,3.835294117647059,4.022471910112359,5.447058823529412,NA,NA,NA
MF0025,0009,1,1,1,1,1,1,1,0,22,white,White,2,I had orthodontic work,female,female,71,in,180.34,140,lb,63.50300732098956,2,2,1,1,2,1,1,1,1,4.024096385542169,3.9361702127659575,3.8705882352941177,4.52808988764045,5.305882352941176,4.071428571428571,4.511363636363637,4.25
MF0025,0010,1,1,1,1,1,1,1,0,22,puerto rican/hispanic,Latine,1,NA,male,male,177,cm,177,150,lb,68.03893641534596,1,1,1,1,1,1,1,1,1,4.072289156626506,3.9574468085106385,3.6705882352941175,4.123595505617978,5.352941176470588,4.011904761904762,4.2272727272727275,3.5416666666666665
MF0026,0001,1,1,1,1,1,1,1,0,23,white,White,2,"Broken cheek at 6 years old, I think it fully healed, though. Also have a bit of TMJ, and some orthodontic work to fix that.",female,female,67,in,170.18,240,lb,108.86229826455354,1,1,1,1,1,1,1,1,1,3.7349397590361444,4.51063829787234,3.0588235294117645,3.696629213483146,5,3.3452380952380953,4.488636363636363,3.90625
MF0026,0002,1,1,1,1,1,1,1,0,24,white,White,1,n/a,nonbinary,non-binary,69,in,175.26,140,lb,63.50300732098956,1,1,1,1,1,1,1,1,1,3.9879518072289155,3.5851063829787235,3.2,4.056179775280899,4.776470588235294,3.2142857142857144,3.909090909090909,3.7604166666666665
MF0026,0003,1,1,1,1,1,1,1,0,35,white,White,1,NA,female,female,170,cm,170,75,kg,75,1,1,1,1,1,1,1,1,1,4.036144578313253,3.7872340425531914,3.0823529411764707,4.573033707865169,5.211764705882353,3.4523809523809526,4.136363636363637,4.1875
MF0026,0004,1,1,1,1,1,1,1,0,22,white,White,1,no,female,female,66,in,167.64,127,lb,57.60629949832624,1,1,1,1,1,1,1,1,1,4,3.9680851063829787,3.5294117647058822,4,5.035294117647059,3.3452380952380953,4.056818181818182,3.7291666666666665
MF0026,0005,1,1,1,1,1,1,1,0,26,asian,Asian,1,NA,female,female,159,cm,159,55,kg,55,1,1,1,1,1,1,1,1,1,4.072289156626506,3.893617021276596,3.411764705882353,4.359550561797753,5.0588235294117645,3.630952380952381,4.511363636363637,3.8958333333333335
MF0026,0006,1,1,1,1,1,1,1,0,24,asian,Asian,1,NA,femal,female,173,cm,173,69,kg,69,1,1,1,1,1,1,1,1,1,4.36144578313253,3.7872340425531914,2.7529411764705882,3.8202247191011236,4.564705882352941,2.988095238095238,3.852272727272727,4
MF0026,0007,1,1,1,1,1,1,1,0,25,meditrainian,White,1,NA,male,male,172,cm,172,63,kg,63,1,1,1,1,1,1,1,1,1,3.855421686746988,4.51063829787234,3.364705882352941,3.8764044943820224,5.588235294117647,3.3333333333333335,3.852272727272727,4.447916666666667
MF0026,0008,1,1,1,1,1,1,1,0,32,n/a,NA,1,NA,female,female,64,in,162.56,156,lb,70.7604938719598,1,1,1,1,1,1,1,1,1,3.674698795180723,3.5,3.388235294117647,4.089887640449438,5.152941176470589,3.2142857142857144,4.625,3.6770833333333335
MF0026,0009,1,0,1,1,1,0,0,0,32,white,White,1,n/a,male,male,187,cm,187,82,kg,82,1,1,1,1,1,1,1,1,1,3.963855421686747,4.723404255319149,3.7176470588235295,4.269662921348314,5.929411764705883,3.488095238095238,4.375,4.479166666666667
