session_id,endtime,gender,age,residence,ethnicity,ethnicity_rec,device,try
155808,2025-05-06T11:45:19Z,male,24,GB,black/african,Black,laptop,2
155810,2025-05-06T11:38:28Z,male,31,IT,white,White,desktop,2
155811,2025-05-06T11:38:26Z,male,30,GB,white,White,desktop,2
155812,2025-05-06T11:43:27Z,female,38,ZA,black,Black,laptop,2
155813,2025-05-06T11:40:08Z,female,33,CA,black,Black,laptop,2
155814,2025-05-06T11:42:18Z,male,44,GB,white british,White,desktop,2
155815,2025-05-06T11:38:27Z,male,26,US,latino,Latine,desktop,2
155816,2025-05-06T11:40:46Z,female,20,ZA,colored,Black,laptop,2
155817,2025-05-06T11:48:09Z,male,21,ZA,black,Black,laptop,2
155818,2025-05-06T12:05:59Z,male,39,ES,blanco,White,phone,2
155819,2025-05-06T11:37:52Z,female,45,ZA,black,Black,phone,2
155821,2025-05-06T11:44:10Z,female,42,ZA,black,Black,laptop,2
155822,2025-05-06T11:50:07Z,female,54,ZA,african,Black,phone,2
155823,2025-05-06T11:52:22Z,male,37,ZA,black,Black,laptop,2
155824,2025-05-06T11:44:42Z,female,36,ZA,black,Black,desktop,2
155825,2025-05-06T11:42:10Z,female,40,ZA,black,Black,desktop,2
155826,2025-05-06T11:41:40Z,female,31,ZA,black,Black,phone,2
155827,2025-05-06T11:46:16Z,female,24,ZA,asian,Asian,phone,2
155830,2025-05-06T11:53:31Z,female,23,ZA,black,Black,phone,2
155832,2025-05-06T11:40:26Z,female,26,ZA,black,Black,phone,2
155833,2025-05-06T11:57:14Z,male,39,US,white,White,desktop,2
155834,2025-05-06T11:48:57Z,male,39,IT,caucasian,White,desktop,2
155836,2025-05-06T11:52:30Z,female,26,ZA,black african,Black,phone,2
155837,2025-05-06T11:49:09Z,female,21,ZA,black,Black,phone,2
155838,2025-05-06T11:51:44Z,male,31,GB,black/african,Black,laptop,2
155839,2025-05-06T11:50:28Z,female,42,ZA,black,Black,laptop,2
155840,2025-05-06T11:50:12Z,female,39,ZA,african,Black,desktop,2
155841,2025-05-06T12:06:03Z,male,40,GB,black,Black,laptop,2
155842,2025-05-06T11:47:32Z,female,26,ZA,black,Black,desktop,2
155842,2025-05-06T11:47:34Z,female,26,ZA,black,Black,desktop,2
155843,2025-05-06T11:48:51Z,female,42,US,black,Black,laptop,2
155844,2025-05-06T11:49:28Z,male,30,ZA,race,Ambiguous label,laptop,2
155845,2025-05-06T11:44:47Z,male,19,ZA,black,Black,phone,2
155847,2025-05-06T11:43:18Z,female,73,HU,white,White,laptop,2
155848,2025-05-06T11:50:42Z,male,24,KE,african,Black,phone,2
155850,2025-05-06T11:55:19Z,female,69,ZA,black,Black,laptop,2
155851,2025-05-06T11:45:03Z,female,29,ZA,black,Black,phone,2
155852,2025-05-06T11:51:48Z,female,34,ZA,black african,Black,desktop,2
155853,2025-05-06T11:50:38Z,female,34,ZA,african,Black,laptop,2
155854,2025-05-06T11:50:04Z,male,25,ZA,black african,Black,phone,2
155857,2025-05-06T11:53:19Z,female,29,ZA,black,Black,laptop,2
155858,2025-05-06T11:51:08Z,male,42,ZA,black,Black,laptop,2
155859,2025-05-06T11:58:51Z,female,39,ZA,black,Black,laptop,2
155860,2025-05-06T11:54:34Z,female,37,GB,philippine,Asian,laptop,2
155862,2025-05-06T12:04:35Z,female,28,ZA,black,Black,laptop,2
155863,2025-05-06T11:49:02Z,male,27,ZA,african,Black,desktop,2
155864,2025-05-06T12:03:02Z,female,26,ZA,black,Black,desktop,2
155865,2025-05-06T11:53:29Z,female,23,ZA,coloured,Black,phone,2
155866,2025-05-06T11:57:22Z,female,29,ZA,black,Black,phone,2
155867,2025-05-06T11:50:04Z,female,26,ZA,black,Black,desktop,2
155868,2025-05-06T12:02:18Z,female,44,ZA,black,Black,desktop,2
155870,2025-05-06T11:52:48Z,female,29,ZA,black,Black,desktop,2
155871,2025-05-06T11:57:47Z,female,25,US,white,White,laptop,2
155872,2025-05-06T11:49:10Z,male,27,KE,african,Black,phone,2
155873,2025-05-06T12:04:07Z,male,27,ZA,black,Black,laptop,2
155874,2025-05-06T12:00:48Z,female,32,ZA,black,Black,laptop,2
155875,2025-05-06T11:56:42Z,male,52,ZA,black,Black,phone,2
155876,2025-05-06T11:48:19Z,male,69,GR,white,White,laptop,2
155877,2025-05-06T11:49:26Z,male,21,ZA,black,Black,phone,2
155878,2025-05-06T11:54:20Z,male,22,GB,black,Black,laptop,2
155880,2025-05-06T11:49:18Z,male,27,US,white,White,laptop,2
155881,2025-05-06T11:57:57Z,male,22,ZA,black,Black,laptop,2
155882,2025-05-06T12:03:04Z,female,25,ZA,black,Black,desktop,2
155883,2025-05-06T12:01:11Z,female,24,ZA,black,Black,laptop,2
155884,2025-05-06T11:53:53Z,female,45,HU,white,White,desktop,2
155885,2025-05-06T11:55:34Z,female,32,ZA,black,Black,desktop,2
155887,2025-05-06T12:05:34Z,male,51,ZA,black,Black,phone,2
155888,2025-05-06T12:06:21Z,male,34,ZA,black african,Black,phone,2
155891,2025-05-06T12:03:42Z,male,27,ZA,african,Black,desktop,2
155898,2025-05-06T14:00:41Z,male,32,PL,white,White,desktop,2
155899,2025-05-06T13:50:03Z,male,38,GB,asia,Asian,laptop,2
155900,2025-05-06T13:55:03Z,male,54,GB,asian,Asian,laptop,2
155901,2025-05-06T13:52:25Z,female,29,DE,white,White,laptop,2
155902,2025-05-06T13:49:50Z,male,37,GB,white,White,laptop,2
155903,2025-05-06T13:47:43Z,male,24,CZ,white,White,desktop,2
155904,2025-05-06T13:55:08Z,female,31,DK,white slavic,White,desktop,2
155905,2025-05-06T14:06:52Z,female,35,US,hispanic,Latine,laptop,2
155907,2025-05-06T13:49:55Z,male,21,PT,caucasian,White,laptop,2
155908,2025-05-06T13:48:28Z,female,49,DE,caucasian,White,laptop,2
155909,2025-05-06T13:51:38Z,male,24,DE,arab,MENA,laptop,2
155910,2025-05-06T14:00:15Z,male,53,GB,white,White,desktop,2
155911,2025-05-06T13:53:49Z,male,30,PT,caucasian,White,desktop,2
155912,2025-05-06T14:05:58Z,male,43,US,black,Black,laptop,2
155913,2025-05-06T13:50:09Z,male,30,IE,caucasian,White,laptop,2
155914,2025-05-06T13:51:03Z,male,51,CA,white,White,desktop,2
155915,2025-05-06T13:50:24Z,female,28,CA,black,Black,laptop,2
155916,2025-05-06T13:49:09Z,male,26,DE,caucasian,White,desktop,2
155917,2025-05-06T13:57:45Z,female,24,PT,white,White,desktop,2
155918,2025-05-06T14:02:19Z,female,23,ZA,black,Black,desktop,2
155919,2025-05-06T13:57:24Z,male,35,GB,white,White,laptop,2
155920,2025-05-06T13:51:15Z,female,19,GB,white british,White,laptop,2
155921,2025-05-06T13:50:40Z,female,50,GB,white,White,laptop,2
155922,2025-05-06T13:59:29Z,male,30,ES,caucasian,White,phone,2
155923,2025-05-06T13:56:02Z,female,33,US,african american,Black,laptop,2
155924,2025-05-06T13:55:31Z,male,34,FR,white,White,desktop,2
155925,2025-05-06T13:55:50Z,male,28,ZA,black,Black,phone,2
155926,2025-05-06T13:51:35Z,male,34,US,white,White,desktop,2
155928,2025-05-06T13:54:59Z,female,52,SE,white,White,laptop,2
155929,2025-05-06T13:54:53Z,male,42,US,black,Black,laptop,2
155931,2025-05-06T13:53:03Z,male,38,GB,white/caucasian,White,desktop,2
155932,2025-05-06T13:55:54Z,female,23,GB,mixed,Mixed,phone,2
155933,2025-05-06T13:53:40Z,male,25,US,black,Black,laptop,2
155934,2025-05-06T13:53:33Z,female,57,US,white,White,phone,2
155936,2025-05-06T13:52:25Z,male,53,GB,white,White,desktop,2
155937,2025-05-06T13:51:44Z,male,49,GB,black,Black,laptop,2
155938,2025-05-06T13:49:48Z,male,26,FR,white,White,laptop,2
155939,2025-05-06T13:51:44Z,female,21,ZA,cape coloured,Mixed,desktop,2
155940,2025-05-06T13:51:55Z,female,27,ZA,black,Black,phone,2
155941,2025-05-06T13:53:33Z,male,27,IT,white,White,desktop,2
155942,2025-05-06T14:05:03Z,male,39,CA,white,White,desktop,2
155943,2025-05-06T13:58:40Z,male,30,IN,asian,Asian,laptop,2
155944,2025-05-06T13:53:57Z,male,29,PL,white,White,laptop,2
155945,2025-05-06T13:51:21Z,male,41,MX,latino,Latine,tablet,2
155946,2025-05-06T13:57:31Z,male,29,ES,white,White,desktop,2
155947,2025-05-06T13:52:11Z,male,44,CA,caucasian,White,desktop,2
155948,2025-05-06T13:53:17Z,male,30,GB,white british caucasian,White,phone,2
155949,2025-05-06T13:53:59Z,female,44,ZA,black/african,Black,laptop,2
155950,2025-05-06T13:57:23Z,female,27,ZA,african/black,Black,desktop,2
155951,2025-05-06T13:55:17Z,male,24,GB,british pakistani,Asian,desktop,2
155952,2025-05-06T13:51:29Z,male,28,PL,white,White,desktop,2
155953,2025-05-06T13:54:10Z,male,45,GB,british,White,phone,2
155954,2025-05-06T13:52:40Z,female,27,ZA,black,Black,laptop,2
155955,2025-05-06T14:17:07Z,male,34,FR,white caucasian,White,desktop,2
155956,2025-05-06T14:02:48Z,male,46,IE,white,White,desktop,2
155957,2025-05-06T13:53:10Z,female,28,US,black american,Black,laptop,2
155958,2025-05-06T13:50:21Z,female,25,DE,white,White,desktop,2
155960,2025-05-06T13:56:53Z,male,33,ZA,african,Black,phone,2
155961,2025-05-06T13:54:42Z,male,20,US,white,White,laptop,2
155962,2025-05-06T13:52:27Z,male,26,US,white,White,laptop,2
155963,2025-05-06T13:58:43Z,male,67,US,white,White,laptop,2
155964,2025-05-06T13:55:00Z,male,27,GB,black,Black,laptop,2
155965,2025-05-06T14:05:44Z,female,21,ZA,black,Black,tablet,2
155966,2025-05-06T13:54:20Z,female,55,ZA,mixed,Mixed,phone,2
155967,2025-05-06T14:11:51Z,female,25,ZA,african,Black,tablet,2
155970,2025-05-06T13:56:41Z,female,34,CA,caucasian,White,laptop,2
155972,2025-05-06T13:52:36Z,male,29,PL,white,White,desktop,2
155973,2025-05-06T14:00:14Z,female,18,ZA,black,Black,phone,2
155974,2025-05-06T13:53:05Z,non-binary,28,IT,caucasian,White,desktop,2
155975,2025-05-06T13:51:39Z,female,41,US,white,White,laptop,2
155976,2025-05-06T13:57:36Z,male,45,ZA,black,Black,laptop,2
155977,2025-05-06T13:57:03Z,male,32,ES,spanish-white,White,desktop,2
155979,2025-05-06T14:13:32Z,female,44,ZA,black,Black,laptop,2
155980,2025-05-06T13:54:41Z,female,47,HU,white,White,desktop,2
155982,2025-05-06T13:54:48Z,female,51,GB,white/british,White,laptop,2
155983,2025-05-06T14:02:15Z,male,21,KE,black,Black,phone,2
155984,2025-05-06T13:54:16Z,female,29,US,white,White,desktop,2
155984,2025-05-06T13:54:18Z,female,29,US,white,White,desktop,2
155985,2025-05-06T13:57:29Z,male,35,GB,white,White,laptop,2
155986,2025-05-06T14:04:52Z,male,29,FI,white / caucasian,White,laptop,2
155988,2025-05-06T14:00:43Z,male,18,ZA,black,Black,laptop,2
155990,2025-05-06T14:01:50Z,female,39,ZA,black,Black,phone,2
155991,2025-05-06T14:08:42Z,female,30,ZA,african,Black,phone,2
155992,2025-05-06T14:02:23Z,female,26,KE,african,Black,phone,2
155996,2025-05-06T14:01:12Z,male,24,ZA,black,Black,laptop,2
155997,2025-05-06T13:59:01Z,female,42,ZA,black,Black,laptop,2
155999,2025-05-06T14:16:38Z,female,26,ZA,black,Black,desktop,2
156000,2025-05-06T14:04:01Z,female,24,ZA,black,Black,phone,2
156003,2025-05-06T14:05:18Z,male,52,ZA,african,Black,laptop,2
156004,2025-05-06T14:04:05Z,female,23,ZA,african,Black,phone,2
156005,2025-05-06T14:10:08Z,female,38,ZA,black,Black,laptop,2
156006,2025-05-06T14:02:23Z,male,27,ZA,black african,Black,phone,2
156008,2025-05-06T14:01:12Z,female,23,LV,white,White,laptop,2
156009,2025-05-06T14:20:40Z,male,48,US,black,Black,desktop,2
156010,2025-05-06T14:01:51Z,female,21,ZA,black,Black,phone,2
156012,2025-05-06T14:03:40Z,male,39,ZA,black,Black,laptop,2
156013,2025-05-06T14:06:51Z,female,31,ZA,white,White,phone,2
156016,2025-05-06T14:13:56Z,male,31,ZA,black/african,Black,desktop,2
156017,2025-05-06T14:06:27Z,male,48,GR,white,White,desktop,2
156018,2025-05-06T14:02:01Z,female,24,ZA,black,Black,laptop,2
156019,2025-05-06T14:09:04Z,male,24,ZA,black,Black,desktop,2
156020,2025-05-06T14:02:26Z,male,74,ZA,black,Black,desktop,2
156021,2025-05-06T14:03:27Z,female,50,GB,mixed race,Mixed,laptop,2
156022,2025-05-06T14:11:55Z,male,19,ZA,black,Black,desktop,2
156023,2025-05-06T14:07:34Z,female,24,ZA,black,Black,phone,2
156024,2025-05-06T14:09:20Z,female,34,ZA,black,Black,tablet,2
156025,2025-05-06T14:05:01Z,male,24,ZA,black,Black,laptop,2
156026,2025-05-06T14:11:32Z,male,55,ZA,african,Black,phone,2
156027,2025-05-06T13:58:46Z,male,39,GB,africa,Black,tablet,2
156028,2025-05-06T14:06:34Z,female,36,ZA,black,Black,phone,2
156029,2025-05-06T14:05:31Z,male,31,ZA,african,Black,laptop,2
156031,2025-05-06T14:54:34Z,male,30,ZA,black,Black,laptop,2
156032,2025-05-06T14:06:13Z,female,39,ZA,black,Black,phone,2
156033,2025-05-06T14:04:59Z,male,29,ZA,black,Black,laptop,2
156035,2025-05-06T14:10:00Z,female,70,GB,white british,White,laptop,2
156037,2025-05-06T14:04:23Z,female,51,ZA,black,Black,phone,2
156038,2025-05-06T14:09:35Z,male,30,ZA,black,Black,tablet,2
156040,2025-05-06T14:03:59Z,male,29,ZA,african,Black,laptop,2
156041,2025-05-06T14:01:51Z,female,26,ZA,black,Black,desktop,2
156042,2025-05-06T14:04:10Z,female,52,ZA,black,Black,phone,2
156043,2025-05-06T14:03:44Z,female,24,KE,black,Black,phone,2
156044,2025-05-06T14:08:53Z,male,27,ZA,black,Black,laptop,2
156045,2025-05-06T14:11:52Z,female,54,ZA,black,Black,phone,2
156046,2025-05-06T14:12:48Z,female,54,ZA,mixed,Mixed,desktop,2
156047,2025-05-06T14:08:59Z,female,36,ZA,black,Black,laptop,2
156048,2025-05-06T14:04:40Z,female,64,US,white,White,desktop,2
156049,2025-05-06T14:07:45Z,female,37,ZA,black,Black,phone,2
156051,2025-05-06T14:09:23Z,female,27,ZA,african/black,Black,phone,2
156052,2025-05-06T14:05:45Z,female,65,ZA,black,Black,phone,2
156053,2025-05-06T14:09:21Z,male,22,ZA,colored,Black,laptop,2
156054,2025-05-06T14:17:52Z,male,26,ZA,black,Black,desktop,2
156055,2025-05-06T14:10:46Z,female,64,GR,white,White,laptop,2
156056,2025-05-06T14:10:04Z,female,41,ZA,black,Black,phone,2
156059,2025-05-06T14:13:44Z,male,40,ZA,black,Black,desktop,2
156060,2025-05-06T14:19:07Z,male,26,KE,kenyan,Black,laptop,2
156061,2025-05-06T14:13:32Z,female,31,US,white,White,desktop,2
156062,2025-05-06T14:10:36Z,female,27,ZA,black,Black,desktop,2
156063,2025-05-06T14:09:47Z,male,28,ZA,african,Black,phone,2
156064,2025-05-06T14:12:01Z,male,23,PT,caucasian,White,desktop,2
156066,2025-05-06T14:12:07Z,male,33,GB,white,White,laptop,2
156068,2025-05-06T14:11:58Z,male,36,ZA,black,Black,desktop,2
156069,2025-05-06T14:15:19Z,male,22,ZA,black african,Black,phone,2
156070,2025-05-06T14:20:47Z,male,24,ZA,black,Black,desktop,2
156072,2025-05-06T14:25:56Z,male,31,ES,caucasian,White,desktop,2
156074,2025-05-06T14:19:18Z,female,27,ZA,african,Black,desktop,2
156075,2025-05-06T14:16:35Z,male,22,ZA,black,Black,phone,2
156076,2025-05-06T14:26:48Z,female,28,ZA,black,Black,phone,2
156077,2025-05-06T14:10:58Z,male,54,ZA,black,Black,laptop,2
156078,2025-05-06T14:12:48Z,female,28,ZA,black,Black,laptop,2
156079,2025-05-06T14:19:40Z,male,31,ZA,black,Black,phone,2
156081,2025-05-06T14:10:08Z,male,27,GB,mixed black caribbean and white,Mixed,laptop,2
156083,2025-05-06T14:14:15Z,male,54,GB,black,Black,laptop,2
156084,2025-05-06T14:14:50Z,female,35,ZA,black,Black,laptop,2
156085,2025-05-06T14:16:59Z,male,18,ZA,black,Black,phone,2
156086,2025-05-06T14:25:42Z,female,25,ZA,black,Black,laptop,2
156087,2025-05-06T14:24:37Z,female,54,ZA,black,Black,desktop,2
156088,2025-05-06T14:17:01Z,female,21,ZA,black,Black,phone,2
156089,2025-05-06T14:17:39Z,female,74,US,white,White,laptop,2
156091,2025-05-06T14:25:41Z,female,27,LV,white,White,laptop,2
156093,2025-05-06T14:19:37Z,female,36,ZA,black,Black,laptop,2
156094,2025-05-06T14:18:07Z,male,22,ZA,black,Black,laptop,2
156095,2025-05-06T14:18:34Z,male,31,ZA,black,Black,laptop,2
156096,2025-05-06T14:14:30Z,female,27,ZA,white,White,laptop,2
156097,2025-05-06T14:16:49Z,female,40,ZA,black,Black,phone,2
156098,2025-05-06T14:18:06Z,female,41,ZA,black,Black,phone,2
156099,2025-05-06T14:25:27Z,female,60,CA,caucasian,White,tablet,2
156100,2025-05-06T14:24:20Z,male,33,ZA,black,Black,desktop,2
156101,2025-05-06T14:21:48Z,male,26,ZA,african,Black,phone,2
156102,2025-05-06T14:19:27Z,male,20,ZA,black,Black,desktop,2
156103,2025-05-06T14:19:49Z,male,41,ZA,black,Black,laptop,2
156104,2025-05-06T14:15:34Z,male,35,ZA,african,Black,tablet,2
156105,2025-05-06T14:13:32Z,female,34,PL,white,White,phone,2
156106,2025-05-06T14:23:16Z,female,24,ZA,black,Black,desktop,2
156107,2025-05-06T14:19:59Z,male,26,ZA,black,Black,phone,2
156108,2025-05-06T14:21:01Z,female,27,ZA,african,Black,phone,2
156110,2025-05-06T14:16:50Z,male,64,GB,white,White,laptop,2
156112,2025-05-06T14:34:23Z,male,41,ZA,black,Black,phone,2
156113,2025-05-06T14:16:20Z,male,58,CA,caucasian,White,laptop,2
156114,2025-05-06T14:20:21Z,female,54,ZA,white,White,desktop,2
156115,2025-05-06T14:19:54Z,female,35,ZA,black,Black,laptop,2
156117,2025-05-06T14:23:29Z,male,51,ZA,black,Black,laptop,2
156118,2025-05-06T14:22:21Z,male,20,ZA,african,Black,laptop,2
156119,2025-05-06T14:21:26Z,male,67,ZA,coloured,Black,laptop,2
156121,2025-05-06T14:19:12Z,female,33,ZA,black,Black,desktop,2
156122,2025-05-06T14:30:36Z,male,21,MA,arab,MENA,desktop,2
156123,2025-05-06T14:20:28Z,male,55,CA,white,White,desktop,2
156125,2025-05-06T14:29:02Z,female,62,ZA,mixed,Mixed,desktop,2
156127,2025-05-06T14:23:20Z,male,48,ZA,black,Black,laptop,2
156128,2025-05-06T14:26:05Z,female,65,ZA,black,Black,desktop,2
156129,2025-05-06T14:26:00Z,female,33,GB,african,Black,laptop,2
156131,2025-05-06T14:29:31Z,male,66,ZA,black african,Black,tablet,2
156132,2025-05-06T14:22:01Z,male,27,ZA,black,Black,tablet,2
156133,2025-05-06T14:32:29Z,female,41,ZA,black,Black,laptop,2
156134,2025-05-06T14:28:58Z,female,40,US,white,White,laptop,2
156135,2025-05-06T14:21:25Z,female,25,PL,white,White,laptop,2
156136,2025-05-06T14:22:07Z,male,47,GB,white,White,laptop,2
156138,2025-05-06T14:28:29Z,male,25,ZA,black,Black,phone,2
156139,2025-05-06T14:26:03Z,male,23,ZA,black,Black,desktop,2
156140,2025-05-06T14:34:35Z,male,25,KE,black,Black,laptop,2
156141,2025-05-06T14:22:19Z,female,23,ZA,african,Black,phone,2
156143,2025-05-06T14:26:15Z,male,30,ZA,black,Black,phone,2
156144,2025-05-06T14:20:38Z,female,18,ZA,african,Black,laptop,2
156146,2025-05-06T14:30:07Z,male,27,ZA,african,Black,phone,2
156147,2025-05-06T14:53:15Z,female,37,ZA,african,Black,laptop,2
156149,2025-05-06T14:23:11Z,female,33,ZA,coloured,Black,phone,2
156150,2025-05-06T14:26:55Z,female,58,US,white,White,phone,2
156151,2025-05-06T14:22:50Z,male,26,ZA,black,Black,laptop,2
156152,2025-05-06T14:26:03Z,male,57,ZA,african,Black,laptop,2
156153,2025-05-06T14:36:28Z,male,30,KE,african,Black,desktop,2
156154,2025-05-06T14:23:19Z,female,27,ZA,black,Black,desktop,2
156155,2025-05-06T14:30:51Z,female,68,ZA,black,Black,phone,2
156156,2025-05-06T14:30:36Z,female,40,GB,black,Black,laptop,2
156157,2025-05-06T14:38:00Z,male,23,GB,black british,Black,laptop,2
156158,2025-05-06T14:22:56Z,male,53,IE,white,White,desktop,2
156159,2025-05-06T14:26:32Z,male,31,ZA,mixed race,Mixed,desktop,2
156160,2025-05-06T14:30:54Z,female,61,GB,white british,White,tablet,2
156161,2025-05-06T14:24:39Z,female,24,ZA,black,Black,laptop,2
156162,2025-05-06T14:33:34Z,female,27,ZA,black,Black,phone,2
156163,2025-05-06T14:22:41Z,male,28,ZA,african,Black,phone,2
156164,2025-05-06T14:32:52Z,male,34,ZA,black,Black,phone,2
156165,2025-05-06T14:27:56Z,female,20,ZA,black,Black,phone,2
156166,2025-05-06T14:26:20Z,male,51,ZA,black,Black,phone,2
156171,2025-05-06T14:42:52Z,male,18,GB,black,Black,laptop,2
156172,2025-05-06T14:28:01Z,female,32,ZA,black,Black,phone,2
156173,2025-05-06T14:30:57Z,female,50,ZA,black,Black,phone,2
156174,2025-05-06T14:28:58Z,male,44,ZA,black,Black,phone,2
156175,2025-05-06T14:28:21Z,female,59,ZA,black,Black,phone,2
156176,2025-05-06T14:34:45Z,male,29,ZA,black,Black,laptop,2
156177,2025-05-06T14:37:30Z,female,26,ZA,black,Black,desktop,2
156179,2025-05-06T14:44:48Z,female,38,ZA,african,Black,phone,2
156180,2025-05-06T14:35:49Z,male,36,GB,black,Black,laptop,2
156182,2025-05-06T14:35:42Z,female,26,US,white,White,laptop,2
156183,2025-05-06T14:32:46Z,female,24,ZA,black,Black,laptop,2
156184,2025-05-06T14:33:01Z,female,65,ZA,african,Black,phone,2
156185,2025-05-06T14:31:52Z,female,21,ZA,black,Black,laptop,2
156186,2025-05-06T14:37:36Z,male,34,ZA,black,Black,desktop,2
156187,2025-05-06T14:34:31Z,female,44,ZA,black,Black,laptop,2
